"year","month","sti1","ts","time","sti2","sti3","sti4","sti5","sti6","sti7","sti8","sti9","sti10","sti11","sti12"
1661,11,2,1661.88,"1661-11-15 00:00:00",1.3403871220276,1.06063000929707,0.898318818448719,1.57946305256608,1.4216548056978,0.975446992000758,1.50511871965464,1.68740402493224,2.11709193537797,2.2542089114827,2.14376376771674
1661,12,2,1661.96,"1661-12-15 00:00:00",2.6807742440552,2.12126001859413,1.79663763689744,1.57946305256608,2.1324822085467,1.95089398400152,1.50511871965464,1.96863802908762,2.11709193537797,2.50467656831411,2.62015571609823
1662,1,1,1662.04,"1662-1-15 00:00:00",2.0105806830414,2.65157502324266,2.2457970461218,1.9743288157076,1.77706850712225,2.2760429813351,2.1071662075165,1.68740402493224,2.11709193537797,2.2542089114827,2.62015571609823
1662,2,2,1662.12,"1662-2-15 00:00:00",2.0105806830414,2.65157502324266,3.14411586457051,2.76406034199063,2.48789590997116,2.2760429813351,2.70921369537836,2.53110603739836,2.11709193537797,2.50467656831411,2.62015571609823
1662,3,1,1662.21,"1662-3-15 00:00:00",2.0105806830414,2.12126001859413,2.69495645534616,3.15892610513215,2.84330961139561,2.60119197866869,2.40818995144743,2.81234004155374,2.64636491922247,2.2542089114827,2.62015571609823
1662,4,1,1662.29,"1662-4-15 00:00:00",1.3403871220276,2.12126001859413,2.2457970461218,2.76406034199063,3.19872331282006,2.92634097600227,2.70921369537836,2.53110603739836,2.91100141114471,2.75514422514552,2.38195974190748
1662,5,-2,1662.38,"1662-5-15 00:00:00",-0.670193561013801,0,0.898318818448719,1.18459728942456,1.77706850712225,2.2760429813351,2.1071662075165,1.96863802908762,1.85245544345573,2.2542089114827,2.14376376771674
1662,6,0,1662.46,"1662-6-15 00:00:00",-1.3403871220276,-0.530315004648533,0,0.789731526283038,1.06624110427335,1.62574498666793,2.1071662075165,1.96863802908762,1.85245544345573,1.75327359781988,2.14376376771674
1662,7,-1,1662.54,"1662-7-15 00:00:00",-0.670193561013801,-1.5909450139456,-0.898318818448719,-0.394865763141519,0.355413701424451,0.650297994667172,1.20409497572371,1.68740402493224,1.58781895153348,1.50280594098847,1.42917584514449
1662,8,-1,1662.62,"1662-8-15 00:00:00",-1.3403871220276,-1.06063000929707,-1.79663763689744,-1.18459728942456,-0.710827402848901,0,0.301023743930928,0.843702012466121,1.32318245961123,1.25233828415705,1.19097987095374
1662,9,-1,1662.71,"1662-9-15 00:00:00",-1.3403871220276,-1.5909450139456,-1.34747822767308,-1.9743288157076,-1.4216548056978,-0.975446992000758,-0.301023743930928,0,0.529272983844494,1.00187062732564,0.952783896762994
1662,10,0,1662.79,"1662-10-15 00:00:00",-0.670193561013801,-1.06063000929707,-1.34747822767308,-1.18459728942456,-1.77706850712225,-1.30059598933434,-0.903071231792785,-0.281234004155374,0,0.500935313662822,0.952783896762994
1662,11,0,1662.88,"1662-11-15 00:00:00",0,-0.530315004648533,-0.898318818448719,-1.18459728942456,-1.06624110427335,-1.62574498666793,-1.20409497572371,-0.843702012466121,-0.264636491922247,0,0.476391948381497
1662,12,-2,1662.96,"1662-12-15 00:00:00",-1.3403871220276,-1.06063000929707,-1.34747822767308,-1.57946305256608,-1.77706850712225,-1.62574498666793,-2.1071662075165,-1.68740402493224,-1.32318245961123,-0.751402970494233,-0.476391948381497
1663,1,-2,1663.04,"1663-1-15 00:00:00",-2.6807742440552,-2.12126001859413,-1.79663763689744,-1.9743288157076,-2.1324822085467,-2.2760429813351,-2.1071662075165,-2.53110603739836,-2.11709193537797,-1.75327359781988,-1.19097987095374
1663,2,-2,1663.12,"1663-2-15 00:00:00",-2.6807742440552,-3.1818900278912,-2.69495645534616,-2.36919457884911,-2.48789590997116,-2.60119197866869,-2.70921369537836,-2.53110603739836,-2.91100141114471,-2.50467656831411,-2.14376376771674
1663,3,-1,1663.21,"1663-3-15 00:00:00",-2.0105806830414,-2.65157502324266,-3.14411586457051,-2.76406034199063,-2.48789590997116,-2.60119197866869,-2.70921369537836,-2.81234004155374,-2.64636491922247,-3.00561188197693,-2.62015571609823
1663,4,-1,1663.29,"1663-4-15 00:00:00",-1.3403871220276,-2.12126001859413,-2.69495645534616,-3.15892610513215,-2.84330961139561,-2.60119197866869,-2.70921369537836,-2.81234004155374,-2.91100141114471,-2.75514422514552,-3.09654766447973
1663,5,-1,1663.38,"1663-5-15 00:00:00",-1.3403871220276,-1.5909450139456,-2.2457970461218,-2.76406034199063,-3.19872331282006,-2.92634097600227,-2.70921369537836,-2.81234004155374,-2.91100141114471,-3.00561188197693,-2.85835169028898
1663,6,-2,1663.46,"1663-6-15 00:00:00",-2.0105806830414,-2.12126001859413,-2.2457970461218,-2.76406034199063,-3.19872331282006,-3.57663897066945,-3.31126118324021,-3.09357404570911,-3.17563790306696,-3.25607953880834,-3.33474363867048
1663,7,-1,1663.54,"1663-7-15 00:00:00",-2.0105806830414,-2.12126001859413,-2.2457970461218,-2.36919457884911,-2.84330961139561,-3.25148997333586,-3.61228492717114,-3.37480804986448,-3.17563790306696,-3.25607953880834,-3.33474363867048
1663,8,-1,1663.62,"1663-8-15 00:00:00",-1.3403871220276,-2.12126001859413,-2.2457970461218,-2.36919457884911,-2.48789590997116,-2.92634097600227,-3.31126118324021,-3.65604205401986,-3.44027439498921,-3.25607953880834,-3.33474363867048
1663,9,0,1663.71,"1663-9-15 00:00:00",-0.670193561013801,-1.06063000929707,-1.79663763689744,-1.9743288157076,-2.1324822085467,-2.2760429813351,-2.70921369537836,-3.09357404570911,-3.44027439498921,-3.25607953880834,-3.09654766447973
1663,10,-1,1663.79,"1663-10-15 00:00:00",-0.670193561013801,-1.06063000929707,-1.34747822767308,-1.9743288157076,-2.1324822085467,-2.2760429813351,-2.40818995144743,-2.81234004155374,-3.17563790306696,-3.50654719563975,-3.33474363867048
1663,11,0,1663.88,"1663-11-15 00:00:00",-0.670193561013801,-0.530315004648533,-0.898318818448719,-1.18459728942456,-1.77706850712225,-1.95089398400152,-2.1071662075165,-2.24987203324299,-2.64636491922247,-3.00561188197693,-3.33474363867048
1663,12,1,1663.96,"1663-12-15 00:00:00",0.670193561013801,0,0,-0.394865763141519,-0.710827402848901,-1.30059598933434,-1.50511871965464,-1.68740402493224,-1.85245544345573,-2.2542089114827,-2.62015571609823
1664,1,0,1664.04,"1664-1-15 00:00:00",0.670193561013801,0.530315004648533,0,0,-0.355413701424451,-0.650297994667172,-1.20409497572371,-1.40617002077687,-1.58781895153348,-1.75327359781988,-2.14376376771674
1664,2,0,1664.12,"1664-2-15 00:00:00",0,0.530315004648533,0.449159409224359,0,0,-0.325148997333586,-0.602047487861857,-1.12493601662149,-1.32318245961123,-1.50280594098847,-1.66737181933524
1664,3,0,1664.21,"1664-3-15 00:00:00",0,0,0.449159409224359,0.394865763141519,0,0,-0.301023743930928,-0.562468008310747,-1.05854596768899,-1.25233828415705,-1.42917584514449
1664,4,-1,1664.29,"1664-4-15 00:00:00",-0.670193561013801,-0.530315004648533,-0.449159409224359,0,0,-0.325148997333586,-0.301023743930928,-0.562468008310747,-0.79390947576674,-1.25233828415705,-1.42917584514449
1664,5,0,1664.38,"1664-5-15 00:00:00",-0.670193561013801,-0.530315004648533,-0.449159409224359,-0.394865763141519,0,0,-0.301023743930928,-0.281234004155374,-0.529272983844494,-0.751402970494233,-1.19097987095374
1664,6,1,1664.46,"1664-6-15 00:00:00",0.670193561013801,0,0,0,0,0.325148997333586,0.301023743930928,0,0,-0.250467656831411,-0.476391948381497
1664,7,1,1664.54,"1664-7-15 00:00:00",1.3403871220276,1.06063000929707,0.449159409224359,0.394865763141519,0.355413701424451,0.325148997333586,0.602047487861857,0.562468008310747,0.264636491922247,0.250467656831411,0
1664,8,-1,1664.62,"1664-8-15 00:00:00",0,0.530315004648533,0.449159409224359,0,0,0,0,0.281234004155374,0.264636491922247,0,0
1664,9,-1,1664.71,"1664-9-15 00:00:00",-1.3403871220276,-0.530315004648533,0,0,-0.355413701424451,-0.325148997333586,-0.301023743930928,-0.281234004155374,0,0,-0.238195974190748
1664,10,-1,1664.79,"1664-10-15 00:00:00",-1.3403871220276,-1.5909450139456,-0.898318818448719,-0.394865763141519,-0.355413701424451,-0.650297994667172,-0.602047487861857,-0.562468008310747,-0.529272983844494,-0.250467656831411,-0.238195974190748
1664,11,-2,1664.88,"1664-11-15 00:00:00",-2.0105806830414,-2.12126001859413,-2.2457970461218,-1.57946305256608,-1.06624110427335,-0.975446992000758,-1.20409497572371,-1.12493601662149,-1.05854596768899,-1.00187062732564,-0.714587922572245
1664,12,-1,1664.96,"1664-12-15 00:00:00",-2.0105806830414,-2.12126001859413,-2.2457970461218,-2.36919457884911,-1.77706850712225,-1.30059598933434,-1.20409497572371,-1.40617002077687,-1.32318245961123,-1.25233828415705,-1.19097987095374
1665,1,-3,1665.04,"1665-1-15 00:00:00",-2.6807742440552,-3.1818900278912,-3.14411586457051,-3.15892610513215,-3.19872331282006,-2.60119197866869,-2.1071662075165,-1.96863802908762,-2.11709193537797,-2.00374125465129,-1.90556779352599
1665,2,-2,1665.12,"1665-2-15 00:00:00",-3.350967805069,-3.1818900278912,-3.59327527379487,-3.55379186827367,-3.55413701424451,-3.57663897066945,-3.01023743930928,-2.53110603739836,-2.38172842730022,-2.50467656831411,-2.38195974190748
1665,3,-3,1665.21,"1665-3-15 00:00:00",-3.350967805069,-4.24252003718826,-4.04243468301923,-4.34352339455671,-4.26496441709341,-4.22693696533662,-4.214332415033,-3.65604205401986,-3.17563790306696,-3.00561188197693,-3.09654766447973
1665,4,0,1665.29,"1665-4-15 00:00:00",-2.0105806830414,-2.65157502324266,-3.59327527379487,-3.55379186827367,-3.90955071566896,-3.90178796800303,-3.91330867110207,-3.93727605817523,-3.44027439498921,-3.00561188197693,-2.85835169028898
1665,5,0,1665.38,"1665-5-15 00:00:00",0,-1.5909450139456,-2.2457970461218,-3.15892610513215,-3.19872331282006,-3.57663897066945,-3.61228492717114,-3.65604205401986,-3.70491088691145,-3.25607953880834,-2.85835169028898
1665,6,0,1665.46,"1665-6-15 00:00:00",0,0,-1.34747822767308,-1.9743288157076,-2.84330961139561,-2.92634097600227,-3.31126118324021,-3.37480804986448,-3.44027439498921,-3.50654719563975,-3.09654766447973
1665,7,0,1665.54,"1665-7-15 00:00:00",0,0,0,-1.18459728942456,-1.77706850712225,-2.60119197866869,-2.70921369537836,-3.09357404570911,-3.17563790306696,-3.25607953880834,-3.33474363867048
1665,8,-1,1665.62,"1665-8-15 00:00:00",-0.670193561013801,-0.530315004648533,-0.449159409224359,-0.394865763141519,-1.4216548056978,-1.95089398400152,-2.70921369537836,-2.81234004155374,-3.17563790306696,-3.25607953880834,-3.33474363867048
1665,9,0,1665.71,"1665-9-15 00:00:00",-0.670193561013801,-0.530315004648533,-0.449159409224359,-0.394865763141519,-0.355413701424451,-1.30059598933434,-1.80614246358557,-2.53110603739836,-2.64636491922247,-3.00561188197693,-3.09654766447973
1665,10,-2,1665.79,"1665-10-15 00:00:00",-1.3403871220276,-1.5909450139456,-1.34747822767308,-1.18459728942456,-1.06624110427335,-0.975446992000758,-1.80614246358557,-2.24987203324299,-2.91100141114471,-3.00561188197693,-3.33474363867048
1665,11,0,1665.88,"1665-11-15 00:00:00",-1.3403871220276,-1.06063000929707,-1.34747822767308,-1.18459728942456,-1.06624110427335,-0.975446992000758,-0.903071231792785,-1.68740402493224,-2.11709193537797,-2.75514422514552,-2.85835169028898
1665,12,0,1665.96,"1665-12-15 00:00:00",0,-1.06063000929707,-0.898318818448719,-1.18459728942456,-1.06624110427335,-0.975446992000758,-0.903071231792785,-0.843702012466121,-1.58781895153348,-2.00374125465129,-2.62015571609823
1666,1,-1,1666.04,"1666-1-15 00:00:00",-0.670193561013801,-0.530315004648533,-1.34747822767308,-1.18459728942456,-1.4216548056978,-1.30059598933434,-1.20409497572371,-1.12493601662149,-1.05854596768899,-1.75327359781988,-2.14376376771674
1666,2,0,1666.12,"1666-2-15 00:00:00",-0.670193561013801,-0.530315004648533,-0.449159409224359,-1.18459728942456,-1.06624110427335,-1.30059598933434,-1.20409497572371,-1.12493601662149,-1.05854596768899,-1.00187062732564,-1.66737181933524
1666,3,-2,1666.21,"1666-3-15 00:00:00",-1.3403871220276,-1.5909450139456,-1.34747822767308,-1.18459728942456,-1.77706850712225,-1.62574498666793,-1.80614246358557,-1.68740402493224,-1.58781895153348,-1.50280594098847,-1.42917584514449
1666,4,2,1666.29,"1666-4-15 00:00:00",0,0,-0.449159409224359,-0.394865763141519,-0.355413701424451,-0.975446992000758,-0.903071231792785,-1.12493601662149,-1.05854596768899,-1.00187062732564,-0.952783896762994
1666,5,2,1666.38,"1666-5-15 00:00:00",2.6807742440552,1.06063000929707,0.898318818448719,0.394865763141519,0.355413701424451,0.325148997333586,-0.301023743930928,-0.281234004155374,-0.529272983844494,-0.500935313662822,-0.476391948381497
1666,6,2,1666.46,"1666-6-15 00:00:00",2.6807742440552,3.1818900278912,1.79663763689744,1.57946305256608,1.06624110427335,0.975446992000758,0.903071231792785,0.281234004155374,0.264636491922247,0,0
1666,7,2,1666.54,"1666-7-15 00:00:00",2.6807742440552,3.1818900278912,3.59327527379487,2.36919457884911,2.1324822085467,1.62574498666793,1.50511871965464,1.40617002077687,0.79390947576674,0.751402970494233,0.476391948381497
1666,8,0,1666.62,"1666-8-15 00:00:00",1.3403871220276,2.12126001859413,2.69495645534616,3.15892610513215,2.1324822085467,1.95089398400152,1.50511871965464,1.40617002077687,1.32318245961123,0.751402970494233,0.714587922572245
1666,9,-2,1666.71,"1666-9-15 00:00:00",-1.3403871220276,0,0.898318818448719,1.57946305256608,2.1324822085467,1.30059598933434,1.20409497572371,0.843702012466121,0.79390947576674,0.751402970494233,0.238195974190748
1666,10,0,1666.79,"1666-10-15 00:00:00",-1.3403871220276,-1.06063000929707,0,0.789731526283038,1.4216548056978,1.95089398400152,1.20409497572371,1.12493601662149,0.79390947576674,0.751402970494233,0.714587922572245
1666,11,0,1666.88,"1666-11-15 00:00:00",0,-1.06063000929707,-0.898318818448719,0,0.710827402848901,1.30059598933434,1.80614246358557,1.12493601662149,1.05854596768899,0.751402970494233,0.714587922572245
1666,12,0,1666.96,"1666-12-15 00:00:00",0,0,-0.898318818448719,-0.789731526283038,0,0.650297994667172,1.20409497572371,1.68740402493224,1.05854596768899,1.00187062732564,0.714587922572245
1667,1,-2,1667.04,"1667-1-15 00:00:00",-1.3403871220276,-1.06063000929707,-0.898318818448719,-1.57946305256608,-1.4216548056978,-0.650297994667172,0,0.562468008310747,1.05854596768899,0.500935313662822,0.476391948381497
1667,2,2,1667.12,"1667-2-15 00:00:00",0,0,0,0,-0.710827402848901,-0.650297994667172,0,0.562468008310747,1.05854596768899,1.50280594098847,0.952783896762994
1667,3,0,1667.21,"1667-3-15 00:00:00",1.3403871220276,0,0,0,0,-0.650297994667172,-0.602047487861857,0,0.529272983844494,1.00187062732564,1.42917584514449
1667,4,-1,1667.29,"1667-4-15 00:00:00",-0.670193561013801,0.530315004648533,-0.449159409224359,-0.394865763141519,-0.355413701424451,-0.325148997333586,-0.903071231792785,-0.843702012466121,-0.264636491922247,0.250467656831411,0.714587922572245
1667,5,-1,1667.38,"1667-5-15 00:00:00",-1.3403871220276,-1.06063000929707,0,-0.789731526283038,-0.710827402848901,-0.650297994667172,-0.602047487861857,-1.12493601662149,-1.05854596768899,-0.500935313662822,0
1667,6,0,1667.46,"1667-6-15 00:00:00",-0.670193561013801,-1.06063000929707,-0.898318818448719,0,-0.710827402848901,-0.650297994667172,-0.602047487861857,-0.562468008310747,-1.05854596768899,-1.00187062732564,-0.476391948381497
1667,7,2,1667.54,"1667-7-15 00:00:00",1.3403871220276,0.530315004648533,0,0,0.710827402848901,0,0,0,0,-0.500935313662822,-0.476391948381497
1667,8,-1,1667.62,"1667-8-15 00:00:00",0.670193561013801,0.530315004648533,0,-0.394865763141519,-0.355413701424451,0.325148997333586,-0.301023743930928,-0.281234004155374,-0.264636491922247,-0.250467656831411,-0.714587922572245
1667,9,0,1667.71,"1667-9-15 00:00:00",-0.670193561013801,0.530315004648533,0.449159409224359,0,-0.355413701424451,-0.325148997333586,0.301023743930928,-0.281234004155374,-0.264636491922247,-0.250467656831411,-0.238195974190748
1667,10,0,1667.79,"1667-10-15 00:00:00",0,-0.530315004648533,0.449159409224359,0.394865763141519,0,-0.325148997333586,-0.301023743930928,0.281234004155374,-0.264636491922247,-0.250467656831411,-0.238195974190748
1667,11,-2,1667.88,"1667-11-15 00:00:00",-1.3403871220276,-1.06063000929707,-1.34747822767308,-0.394865763141519,-0.355413701424451,-0.650297994667172,-0.903071231792785,-0.843702012466121,-0.264636491922247,-0.751402970494233,-0.714587922572245
1667,12,0,1667.96,"1667-12-15 00:00:00",-1.3403871220276,-1.06063000929707,-0.898318818448719,-1.18459728942456,-0.355413701424451,-0.325148997333586,-0.602047487861857,-0.843702012466121,-0.79390947576674,-0.250467656831411,-0.714587922572245
1668,1,1,1668.04,"1668-1-15 00:00:00",0.670193561013801,-0.530315004648533,-0.449159409224359,-0.394865763141519,-0.710827402848901,0,0,-0.281234004155374,-0.529272983844494,-0.500935313662822,0
1668,2,2,1668.12,"1668-2-15 00:00:00",2.0105806830414,1.5909450139456,0.449159409224359,0.394865763141519,0.355413701424451,0,0.602047487861857,0.562468008310747,0.264636491922247,0,0
1668,3,-1,1668.21,"1668-3-15 00:00:00",0.670193561013801,1.06063000929707,0.898318818448719,0,0,0,-0.301023743930928,0.281234004155374,0.264636491922247,0,-0.238195974190748
1668,4,-1,1668.29,"1668-4-15 00:00:00",-1.3403871220276,0,0.449159409224359,0.394865763141519,-0.355413701424451,-0.325148997333586,-0.301023743930928,-0.562468008310747,0,0,-0.238195974190748
1668,5,-1,1668.38,"1668-5-15 00:00:00",-1.3403871220276,-1.5909450139456,-0.449159409224359,0,0,-0.650297994667172,-0.602047487861857,-0.562468008310747,-0.79390947576674,-0.250467656831411,-0.238195974190748
1668,6,-1,1668.46,"1668-6-15 00:00:00",-1.3403871220276,-1.5909450139456,-1.79663763689744,-0.789731526283038,-0.355413701424451,-0.325148997333586,-0.903071231792785,-0.843702012466121,-0.79390947576674,-1.00187062732564,-0.476391948381497
1668,7,0,1668.54,"1668-7-15 00:00:00",-0.670193561013801,-1.06063000929707,-1.34747822767308,-1.57946305256608,-0.710827402848901,-0.325148997333586,-0.301023743930928,-0.843702012466121,-0.79390947576674,-0.751402970494233,-0.952783896762994
1668,8,-1,1668.62,"1668-8-15 00:00:00",-0.670193561013801,-1.06063000929707,-1.34747822767308,-1.57946305256608,-1.77706850712225,-0.975446992000758,-0.602047487861857,-0.562468008310747,-1.05854596768899,-1.00187062732564,-0.952783896762994
1668,9,-2,1668.71,"1668-9-15 00:00:00",-2.0105806830414,-1.5909450139456,-1.79663763689744,-1.9743288157076,-2.1324822085467,-2.2760429813351,-1.50511871965464,-1.12493601662149,-1.05854596768899,-1.50280594098847,-1.42917584514449
1668,10,2,1668.79,"1668-10-15 00:00:00",0,-0.530315004648533,-0.449159409224359,-0.789731526283038,-1.06624110427335,-1.30059598933434,-1.50511871965464,-0.843702012466121,-0.529272983844494,-0.500935313662822,-0.952783896762994
1668,11,2,1668.88,"1668-11-15 00:00:00",2.6807742440552,1.06063000929707,0.449159409224359,0.394865763141519,0,-0.325148997333586,-0.602047487861857,-0.843702012466121,-0.264636491922247,0,0
1668,12,2,1668.96,"1668-12-15 00:00:00",2.6807742440552,3.1818900278912,1.79663763689744,1.18459728942456,1.06624110427335,0.650297994667172,0.301023743930928,0,-0.264636491922247,0.250467656831411,0.476391948381497
1669,1,-1,1669.04,"1669-1-15 00:00:00",0.670193561013801,1.5909450139456,2.2457970461218,1.18459728942456,0.710827402848901,0.650297994667172,0.301023743930928,0,-0.264636491922247,-0.500935313662822,0
1669,2,1,1669.12,"1669-2-15 00:00:00",0,1.06063000929707,1.79663763689744,2.36919457884911,1.4216548056978,0.975446992000758,0.903071231792785,0.562468008310747,0.264636491922247,0,-0.238195974190748
1669,3,-1,1669.21,"1669-3-15 00:00:00",0,-0.530315004648533,0.449159409224359,1.18459728942456,1.77706850712225,0.975446992000758,0.602047487861857,0.562468008310747,0.264636491922247,0,-0.238195974190748
1669,4,0,1669.29,"1669-4-15 00:00:00",-0.670193561013801,0,-0.449159409224359,0.394865763141519,1.06624110427335,1.62574498666793,0.903071231792785,0.562468008310747,0.529272983844494,0.250467656831411,0
1669,5,-1,1669.38,"1669-5-15 00:00:00",-0.670193561013801,-1.06063000929707,-0.449159409224359,-0.789731526283038,0,0.650297994667172,1.20409497572371,0.562468008310747,0.264636491922247,0.250467656831411,0
1669,6,2,1669.46,"1669-6-15 00:00:00",0.670193561013801,0.530315004648533,0,0.394865763141519,0,0.650297994667172,1.20409497572371,1.68740402493224,1.05854596768899,0.751402970494233,0.714587922572245
1669,7,2,1669.54,"1669-7-15 00:00:00",2.6807742440552,1.5909450139456,1.34747822767308,0.789731526283038,1.06624110427335,0.650297994667172,1.20409497572371,1.68740402493224,2.11709193537797,1.50280594098847,1.19097987095374
1669,8,1,1669.62,"1669-8-15 00:00:00",2.0105806830414,2.65157502324266,1.79663763689744,1.57946305256608,1.06624110427335,1.30059598933434,0.903071231792785,1.40617002077687,1.85245544345573,2.2542089114827,1.66737181933524
1669,9,1,1669.71,"1669-9-15 00:00:00",1.3403871220276,2.12126001859413,2.69495645534616,1.9743288157076,1.77706850712225,1.30059598933434,1.50511871965464,1.12493601662149,1.58781895153348,2.00374125465129,2.38195974190748
1669,10,1,1669.79,"1669-10-15 00:00:00",1.3403871220276,1.5909450139456,2.2457970461218,2.76406034199063,2.1324822085467,1.95089398400152,1.50511871965464,1.68740402493224,1.32318245961123,1.75327359781988,2.14376376771674
1669,11,0,1669.88,"1669-11-15 00:00:00",0.670193561013801,1.06063000929707,1.34747822767308,1.9743288157076,2.48789590997116,1.95089398400152,1.80614246358557,1.40617002077687,1.58781895153348,1.25233828415705,1.66737181933524
1669,12,-1,1669.96,"1669-12-15 00:00:00",-0.670193561013801,0,0.449159409224359,0.789731526283038,1.4216548056978,1.95089398400152,1.50511871965464,1.40617002077687,1.05854596768899,1.25233828415705,0.952783896762994
1670,1,-3,1670.04,"1670-1-15 00:00:00",-2.6807742440552,-2.12126001859413,-1.34747822767308,-0.789731526283038,-0.355413701424451,0.325148997333586,0.903071231792785,0.562468008310747,0.529272983844494,0.250467656831411,0.476391948381497
1670,2,-2,1670.12,"1670-2-15 00:00:00",-3.350967805069,-3.1818900278912,-2.69495645534616,-1.9743288157076,-1.4216548056978,-0.975446992000758,-0.301023743930928,0.281234004155374,0,0,-0.238195974190748
1670,3,0,1670.21,"1670-3-15 00:00:00",-1.3403871220276,-2.65157502324266,-2.69495645534616,-2.36919457884911,-1.77706850712225,-1.30059598933434,-0.903071231792785,-0.281234004155374,0.264636491922247,0,0
1670,4,0,1670.29,"1670-4-15 00:00:00",0,-1.06063000929707,-2.2457970461218,-2.36919457884911,-2.1324822085467,-1.62574498666793,-1.20409497572371,-0.843702012466121,-0.264636491922247,0.250467656831411,0
1670,5,0,1670.38,"1670-5-15 00:00:00",0,0,-0.898318818448719,-1.9743288157076,-2.1324822085467,-1.95089398400152,-1.50511871965464,-1.12493601662149,-0.79390947576674,-0.250467656831411,0.238195974190748
1670,6,0,1670.46,"1670-6-15 00:00:00",0,0,0,-0.789731526283038,-1.77706850712225,-1.95089398400152,-1.80614246358557,-1.40617002077687,-1.05854596768899,-0.751402970494233,-0.238195974190748
1670,7,0,1670.54,"1670-7-15 00:00:00",0,0,0,0,-0.710827402848901,-1.62574498666793,-1.80614246358557,-1.68740402493224,-1.32318245961123,-1.00187062732564,-0.714587922572245
1670,8,0,1670.62,"1670-8-15 00:00:00",0,0,0,0,0,-0.650297994667172,-1.50511871965464,-1.68740402493224,-1.58781895153348,-1.25233828415705,-0.952783896762994
1670,9,0,1670.71,"1670-9-15 00:00:00",0,0,0,0,0,0,-0.602047487861857,-1.40617002077687,-1.58781895153348,-1.50280594098847,-1.19097987095374
1670,10,-1,1670.79,"1670-10-15 00:00:00",-0.670193561013801,-0.530315004648533,-0.449159409224359,-0.394865763141519,-0.355413701424451,-0.325148997333586,-0.301023743930928,-0.843702012466121,-1.58781895153348,-1.75327359781988,-1.66737181933524
1670,11,-2,1670.88,"1670-11-15 00:00:00",-2.0105806830414,-1.5909450139456,-1.34747822767308,-1.18459728942456,-1.06624110427335,-0.975446992000758,-0.903071231792785,-0.843702012466121,-1.32318245961123,-2.00374125465129,-2.14376376771674
1670,12,0,1670.96,"1670-12-15 00:00:00",-1.3403871220276,-1.5909450139456,-1.34747822767308,-1.18459728942456,-1.06624110427335,-0.975446992000758,-0.903071231792785,-0.843702012466121,-0.79390947576674,-1.25233828415705,-1.90556779352599
1671,1,2,1671.04,"1671-1-15 00:00:00",1.3403871220276,0,-0.449159409224359,-0.394865763141519,-0.355413701424451,-0.325148997333586,-0.301023743930928,-0.281234004155374,-0.264636491922247,-0.250467656831411,-0.714587922572245
1671,2,2,1671.12,"1671-2-15 00:00:00",2.6807742440552,2.12126001859413,0.898318818448719,0.394865763141519,0.355413701424451,0.325148997333586,0.301023743930928,0.281234004155374,0.264636491922247,0.250467656831411,0.238195974190748
1671,3,1,1671.21,"1671-3-15 00:00:00",2.0105806830414,2.65157502324266,2.2457970461218,1.18459728942456,0.710827402848901,0.650297994667172,0.602047487861857,0.562468008310747,0.529272983844494,0.500935313662822,0.476391948381497
1671,4,1,1671.29,"1671-4-15 00:00:00",1.3403871220276,2.12126001859413,2.69495645534616,2.36919457884911,1.4216548056978,0.975446992000758,0.903071231792785,0.843702012466121,0.79390947576674,0.751402970494233,0.714587922572245
1671,5,2,1671.38,"1671-5-15 00:00:00",2.0105806830414,2.12126001859413,2.69495645534616,3.15892610513215,2.84330961139561,1.95089398400152,1.50511871965464,1.40617002077687,1.32318245961123,1.25233828415705,1.19097987095374
1671,6,0,1671.46,"1671-6-15 00:00:00",1.3403871220276,1.5909450139456,1.79663763689744,2.36919457884911,2.84330961139561,2.60119197866869,1.80614246358557,1.40617002077687,1.32318245961123,1.25233828415705,1.19097987095374
1671,7,1,1671.54,"1671-7-15 00:00:00",0.670193561013801,1.5909450139456,1.79663763689744,1.9743288157076,2.48789590997116,2.92634097600227,2.70921369537836,1.96863802908762,1.58781895153348,1.50280594098847,1.42917584514449
1671,8,1,1671.62,"1671-8-15 00:00:00",1.3403871220276,1.06063000929707,1.79663763689744,1.9743288157076,2.1324822085467,2.60119197866869,3.01023743930928,2.81234004155374,2.11709193537797,1.75327359781988,1.66737181933524
1671,9,0,1671.71,"1671-9-15 00:00:00",0.670193561013801,1.06063000929707,0.898318818448719,1.57946305256608,1.77706850712225,1.95089398400152,2.40818995144743,2.81234004155374,2.64636491922247,2.00374125465129,1.66737181933524
1671,10,1,1671.79,"1671-10-15 00:00:00",0.670193561013801,1.06063000929707,1.34747822767308,1.18459728942456,1.77706850712225,1.95089398400152,2.1071662075165,2.53110603739836,2.91100141114471,2.75514422514552,2.14376376771674
1671,11,-1,1671.88,"1671-11-15 00:00:00",0,0,0.449159409224359,0.789731526283038,0.710827402848901,1.30059598933434,1.50511871965464,1.68740402493224,2.11709193537797,2.50467656831411,2.38195974190748
1671,12,0,1671.96,"1671-12-15 00:00:00",-0.670193561013801,0,0,0.394865763141519,0.710827402848901,0.650297994667172,1.20409497572371,1.40617002077687,1.58781895153348,2.00374125465129,2.38195974190748
1672,1,-2,1672.04,"1672-1-15 00:00:00",-1.3403871220276,-1.5909450139456,-0.898318818448719,-0.789731526283038,-0.355413701424451,0,0,0.562468008310747,0.79390947576674,1.00187062732564,1.42917584514449
